           1    -4.78354    -4.78354           0
           2    -4.23179    -4.50766    0.195073
           3    -3.63054    -4.21529    0.271846
           4    -3.24608    -3.97299    0.292578
           5      -3.122    -3.80279    0.279211
           6    -2.52426     -3.5897    0.303277
           7    -2.13893    -3.38245    0.323098
           8    -1.77694    -3.18176    0.339362
           9    -1.65592    -3.01222    0.341388
          10     -1.1981    -2.83081    0.352167
          11    -1.40841     -2.7015    0.343071
          12    -1.53754     -2.6045    0.327907
          13    -1.03843    -2.48404    0.324058
          14   -0.616725    -2.35066     0.32721
          15   -0.447828     -2.2238    0.329069
          16   -0.847854    -2.13781    0.319542
          17    -1.02798    -2.07252    0.307342
          18   -0.931581    -2.00914    0.296731
          19   -0.984071    -1.95518    0.285976
          20   -0.869196    -1.90089    0.276785
          21    -0.52713    -1.83547    0.271225
          22   -0.359718    -1.76839    0.267063
          23   -0.799622    -1.72627    0.258751
          24    -1.01082    -1.69646    0.249681
          25    -1.02456    -1.66958    0.241136
          26   -0.345678    -1.61866    0.237177
          27    -0.83452    -1.58962    0.230164
          28   -0.457635    -1.54919    0.225467
          29   -0.408214    -1.50985    0.221098
          30   -0.272081    -1.46859    0.217544
          31   -0.216155    -1.42819    0.214245
          32   -0.384588    -1.39558    0.210017
          33   -0.769294     -1.3766    0.204509
          34   -0.729294    -1.35756    0.199378
          35   -0.646993    -1.33726    0.194712
          36   -0.354153    -1.30995    0.191209
          37   0.0879015    -1.27217    0.189737
          38   -0.320751    -1.24713    0.186388
          39   -0.321934    -1.22341    0.183113
          40    0.144378    -1.18921      0.1817
          41    0.572029    -1.14626    0.182275
          42     1.09722    -1.09284    0.185597
          43    0.355218    -1.05916    0.184311
          44    0.187028    -1.03084    0.182285
          45    0.147871    -1.00465    0.180106
          46   -0.123783   -0.985499    0.177206
          47   -0.734521    -0.98016    0.173516
          48   -0.637561   -0.973022    0.170048
          49   -0.394757   -0.961221    0.166987
          50   -0.224817   -0.946493    0.164295
          51    -0.61697   -0.940031    0.161201
          52   -0.406956    -0.92978    0.158426
          53    -0.83231   -0.927941    0.155448
          54    -1.09936   -0.931115    0.152601
          55   -0.984303   -0.932082     0.14983
          56   -0.711528   -0.928144    0.147206
          57   -0.382857   -0.918577    0.144934
          58  -0.0178486   -0.903048    0.143265
          59    0.205748   -0.884255    0.142064
          60   0.0143374   -0.869278    0.140483
          61   -0.158298   -0.857623    0.138663
          62  -0.0313645   -0.844296    0.137065
          63  -0.0461922   -0.831628    0.135474
          64   0.0151735   -0.818396    0.134002
          65   -0.353058   -0.811237    0.132131
          66    -0.22928    -0.80242    0.130423
          67   -0.280286   -0.794627    0.128709
          68   -0.559691   -0.791172    0.126863
          69   -0.362547    -0.78496    0.125176
          70   -0.235217   -0.777106    0.123634
          71   -0.168427   -0.768533     0.12219
          72   -0.194854   -0.760566    0.120752
          73   -0.852267   -0.761822    0.119104
          74    -0.49039   -0.758154    0.117551
          75   0.0947343   -0.746782    0.116533
